"key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull"
"3315,F,1986-1990,En recherche d'emploi,17-18,Oui,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,31-50,100-200 "
"3321,H,1981-1985,Employe,15-16,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 "
"3322,H,1976-1980,Employe,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Non,Oui,11-15,51+,200-500 "
"3323,H,1971-1975,Cadre +,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 "
"3324,H,1986-1990,Travailleur independant,25-30,Non,2-5,1/an,7 h +,PJ,Oui,Non,0,0,0"
"3325,H,1971-1975,Cadre +,13-14,Non,21+,1/mois,3-4 h ,Les 2,Non,Oui,16+,51+,50-100 "
"3326,H,1971-1975,Cadre +,10,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,6-10,16-20,20 "
"3327,H,1981-1985,Cadre +,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20 "
"3328,H,1976-1980,Profession intermediaire,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,20-50 "
"3329,H,1981-1985,Travailleur independant,10,Non,6-10,1/mois,7 h +,MJ,Non,Oui,2-5,21-30,50-100 "
"3330,H,1976-1980,Cadre +,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,100-200 "
"3331,H,1976-1980,Cadre +,10,Non,21+,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,6-10,16-20,20-50 "
"3333,H,1986-1990,Cadre +,13-14,Oui,11-20,1/mois,5-6 h ,PJ,Non,Oui,2-5,7-10,20-50 "
"3334,H,1976-1980,En recherche d'emploi,11-12,Oui,21+,Je ne joue plus vraiment,7 h +,MJ,Oui,Oui,16+,51+,50-100 "
"3335,H,1981-1985,Cadre +,10,Non,21+,3/an,7 h +,Les 2,Oui,Oui,16+,51+,50-100 "
"3336,H,1986-1990,Employe,11-12,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,50-100 "
"3337,H,1966-1970,Profession intermediaire,15-16,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 "
"3338,H,1976-1980,Employe,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 "
"3340,H,1981-1985,Travailleur independant,11-12,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,50-100 "
"3341,H,1991-1995,Travailleur independant,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Non,0,0,0"
"3342,H,1976-1980,Cadre +,13-14,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,11-15,51+,20 "
"3343,H,1976-1980,Employe,13-14,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 "
"3344,H,1981-1985,Cadre +,23-24,Non,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Oui,2-5,11-15,50-100 "
"3345,H,1986-1990,En recherche d'emploi,15-16,Oui,21+,3/an,5-6 h ,PJ,Oui,Oui,2-5,16-20,100-200 "
"3346,H,1971-1975,Cadre +,17-18,Non,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 "
"3348,H,1961-1965,Cadre +,17-18,Non,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,2-5,31-50,20 "
"3349,H,1971-1975,Cadre +,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20 "
"3351,H,1981-1985,Employe,13-14,Non,2-5,2/mois,3-4 h ,PJ,Non,Non,0,0,0"
"3352,H,1986-1990,Je ne souhaite pas repondre,13-14,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,6-10,21-30,200-500 "
"3355,H,1991-1995,Etudiant,19-20,Oui,2-5,1/mois,3-4 h ,PJ,Non,Non,0,0,0"
"3356,H,1976-1980,Cadre +,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,16-20,100-200 "
"3358,H,1986-1990,Employe,17-18,Non,2-5,1/an,5-6 h ,Les 2,Non,Oui,2-5,16-20,50-100 "
"3359,H,1986-1990,Etudiant,10,Oui,21+,1/an,Le week end,PJ,Non,Oui,2-5,31-50,20-50 "
"3360,H,1986-1990,Profession intermediaire,10,Oui,2-5,1/an,3-4 h ,Les 2,Non,Oui,1,7-10,20-50 "
"3361,H,1976-1980,Ouvrier,13-14,Non,6-10,3/an,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 "
"3362,H,1981-1985,Cadre +,17-18,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,11-15,7-10,20-50 "
"3363,H,1981-1985,Travailleur independant,13-14,Oui,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,1,20-50 "
"3364,H,1991-1995,Etudiant,15-16,Non,2-5,1/an,5-6 h ,PJ,Non,Non,0,0,0"
"3366,H,1976-1980,Cadre +,17-18,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,6-10,31-50,200-500 "
"3368,H,1991-1995,En recherche d'emploi,13-14,Non,2-5,1/mois,7 h +,Les 2,Non,Oui,2-5,2 ou 3,20 "
"3370,H,1991-1995,Etudiant,11-12,Non,2-5,2/mois,5-6 h ,Les 2,Non,Oui,1,7-10,20 "
"3371,F,1991-1995,Etudiant,15-16,Non,2-5,1/an,7 h +,PJ,Oui,Oui,2-5,2 ou 3,20 "
"3372,H,1971-1975,Employe,19-20,Oui,11-20,1/mois,7 h +,Les 2,Non,Oui,2-5,21-30,100-200 "
"3373,H,1971-1975,Cadre +,11-12,Non,21+,3/an,3-4 h ,Les 2,Non,Oui,6-10,21-30,20 "
"3374,F,1981-1985,Cadre +,21-22,Oui,6-10,1/an,5-6 h ,PJ,Non,Oui,1,1,20 "
"3376,H,1981-1985,Employe,15-16,Non,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,7-10,200-500 "
"3377,H,1996-2000,Etudiant,11-12,Oui,2-5,1/mois,7 h +,PJ,Non,Oui,1,1,50-100 "
"3378,H,1981-1985,Cadre +,21-22,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,4-6,20 "
"3381,H,1971-1975,Cadre +,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,20-50 "
"3382,H,1981-1985,Cadre +,15-16,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 "
"3383,H,1976-1980,Employe,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,51+,20 "
"3385,H,1971-1975,Employe,11-12,Non,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,6-10,51+,500+ "
"3386,H,1981-1985,Cadre +,17-18,Oui,11-20,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 "
"3387,H,1986-1990,Je ne souhaite pas repondre,17-18,Oui,11-20,1/mois,5-6 h ,PJ,Oui,Oui,1,1,20 "
"3388,F,1976-1980,Cadre +,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,50-100 "
"3390,H,1971-1975,Employe,15-16,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"3391,H,1986-1990,Employe,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,4-6,20 "
"3392,H,1971-1975,Employe,17-18,Non,6-10,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,2-5,51+,20 "
"3393,H,1976-1980,Profession intermediaire,15-16,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,50-100 "
"3394,H,1971-1975,Cadre +,10,Oui,11-20,Je ne joue plus vraiment,1-2 h ,Les 2,Oui,Oui,11-15,51+,20 "
"3395,H,1971-1975,Employe,15-16,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,1,11-15,20 "
"3397,H,1981-1985,Employe,11-12,Oui,21+,1/mois,3-4 h ,Les 2,Non,Oui,6-10,51+,200-500 "
"3398,H,1981-1985,Employe,19-20,Non,2-5,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,2-5,4-6,20-50 "
"3399,H,1981-1985,Cadre +,19-20,Non,11-20,Je ne joue plus vraiment,7 h +,PJ,Oui,Oui,1,7-10,20 "
"3400,H,1976-1980,Profession intermediaire,21-22,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20-50 "
"3401,H,1971-1975,En recherche d'emploi,13-14,Non,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20-50 "
"3402,H,1981-1985,Etudiant,11-12,Non,1,1/mois,3-4 h ,MJ,Non,Oui,1,11-15,100-200 "
"3403,H,1966-1970,Cadre +,17-18,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,6-10,16-20,20 "
"3405,H,1976-1980,Travailleur independant,13-14,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,21-30,50-100 "
"3407,H,1986-1990,Employe,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,1,1,20 "
"3408,H,1981-1985,Cadre +,15-16,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,100-200 "
"3409,H,1986-1990,Cadre +,19-20,Oui,11-20,1/semaine,3-4 h ,PJ,Oui,Oui,2-5,2 ou 3,50-100 "
"3411,H,1981-1985,Cadre +,11-12,Non,11-20,1/semaine,3-4 h ,PJ,Non,Oui,2-5,7-10,20 "
"3412,H,1981-1985,Ouvrier,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 "
"3413,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 "
"3414,F,1986-1990,Etudiant,15-16,Non,6-10,3/an,Le week end,Les 2,Oui,Oui,1,1,20 "
"3415,H,1986-1990,Ouvrier,15-16,Oui,6-10,3/an,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 "
"3416,F,1991-1995,Employe,21-22,Oui,6-10,1/semaine,3-4 h ,PJ,Non,Non,0,0,0"
"3418,F,1976-1980,Cadre +,31-40,Oui,6-10,1/mois,3-4 h ,PJ,Non,Non,0,0,0"
"3419,H,1986-1990,En recherche d'emploi,13-14,Oui,11-20,2/mois,7 h +,Les 2,Non,Oui,6-10,21-30,50-100 "
"3421,H,1971-1975,Cadre +,11-12,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 "
"3422,H,1971-1975,Cadre +,15-16,Non,21+,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,6-10,51+,20-50 "
"3423,H,1986-1990,Etudiant,11-12,Oui,11-20,3/an,7 h +,Les 2,Oui,Oui,16+,51+,200-500 "
"3424,F,1971-1975,Travailleur independant,25-30,Non,6-10,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0"
"3426,H,1971-1975,Employe,13-14,Non,2-5,1/mois,3-4 h ,Les 2,Non,Oui,1,4-6,20-50 "
"3427,H,1971-1975,Employe,15-16,Non,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,4-6,20 "
"3428,H,1996-2000,Etudiant,13-14,Oui,2-5,1/mois,3-4 h ,PJ,Oui,Oui,2-5,4-6,20-50 "
"3429,H,1966-1970,Profession intermediaire,13-14,Oui,21+,1/an,7 h +,Les 2,Oui,Oui,16+,51+,20-50 "
"3430,H,1986-1990,Cadre +,19-20,Oui,2-5,3/an,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 "
"3432,H,1991-1995,Etudiant,19-20,Oui,2-5,1/semaine,3-4 h ,PJ,Non,Oui,1,1,20 "
"3434,H,1971-1975,Retraite,17-18,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,31-50,50-100 "
"3435,H,1971-1975,Cadre +,11-12,Oui,21+,3/an,5-6 h ,PJ,Oui,Oui,6-10,51+,100-200 "
"3437,H,1996-2000,Etudiant,15-16,Non,2-5,1/semaine,5-6 h ,PJ,Oui,Non,0,0,0"
"3441,H,1991-1995,Etudiant,19-20,Non,2-5,2/mois,7 h +,Les 2,Non,Oui,1,1,50-100 "
"3442,H,1991-1995,Etudiant,19-20,Non,2-5,3/an,Le week end,PJ,Oui,Non,0,0,0"
"3443,F,1996-2000,Etudiant,15-16,Non,6-10,3/an,5-6 h ,Les 2,Oui,Non,0,0,0"
"3444,H,1991-1995,Etudiant,17-18,Non,2-5,Je ne joue plus vraiment,7 h +,PJ,Non,Non,0,0,0"
"3445,H,1981-1985,Cadre +,23-24,Non,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,100-200 "
"3446,H,1971-1975,Cadre +,15-16,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"3448,H,1966-1970,Cadre +,17-18,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,7-10,20-50 "
"3449,H,1981-1985,Cadre +,13-14,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20-50 "
"3450,H,1991-1995,Etudiant,15-16,Oui,11-20,1/semaine,3-4 h ,PJ,Non,Oui,2-5,2 ou 3,100-200 "
"3451,H,1976-1980,Employe,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ "
"3452,H,1961-1965,Cadre +,19-20,Oui,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,6-10,7-10,20 "
"3453,H,1971-1975,En recherche d'emploi,10,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,16-20,20-50 "
"3454,H,1966-1970,En recherche d'emploi,17-18,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,7-10,20 "
"3455,F,1996-2000,Etudiant,11-12,Oui,6-10,1/semaine,5-6 h ,PJ,Oui,Oui,1,1,20 "
"3456,H,1976-1980,Employe,15-16,Oui,21+,1/mois,5-6 h ,MJ,Oui,Oui,11-15,21-30,50-100 "
"3457,F,1991-1995,Etudiant,19-20,Non,2-5,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,2-5,4-6,50-100 "
"3458,H,1971-1975,Cadre +,13-14,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,2 ou 3,20 "
"3459,F,1986-1990,Employe,15-16,Non,6-10,3/an,3-4 h ,PJ,Oui,Oui,2-5,7-10,20 "
"3460,H,1986-1990,Employe,10,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,21-30,100-200 "
"3461,H,1966-1970,Ouvrier,41 ou plus,Non,2-5,3/an,3-4 h ,PJ,Oui,Oui,1,1,20 "
"3462,H,1996-2000,Je ne souhaite pas repondre,11-12,Non,21+,1/semaine,Le week end,PJ,Oui,Oui,1,2 ou 3,200-500 "
"3463,H,1966-1970,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,MJ,Non,Oui,16+,51+,200-500 "
"3465,H,1981-1985,En recherche d'emploi,13-14,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,11-15,50-100 "
"3466,F,1981-1985,Employe,10,Oui,11-20,2/mois,7 h +,PJ,Non,Oui,2-5,11-15,100-200 "
"3467,F,1976-1980,Cadre +,11-12,Oui,11-20,3/an,3-4 h ,Les 2,Oui,Oui,2-5,51+,100-200 "
"3468,H,1976-1980,Employe,21-22,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,500+ "
"3469,H,1986-1990,Employe,15-16,Oui,2-5,2/mois,7 h +,Les 2,Non,Oui,1,2 ou 3,20 "
"3470,H,1986-1990,Etudiant,11-12,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,7-10,50-100 "
"3471,H,1971-1975,Cadre +,17-18,Oui,11-20,1/mois,Le week end,Les 2,Oui,Oui,2-5,51+,500+ "
"3472,H,1976-1980,Cadre +,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 "
"3473,H,1981-1985,Employe,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,6-10,16-20,100-200 "
"3476,H,1971-1975,Employe,17-18,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,2-5,51+,50-100 "
"3477,H,1966-1970,Profession intermediaire,15-16,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,16+,51+,20 "
"3482,H,1976-1980,Profession intermediaire,19-20,Non,11-20,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,6-10,51+,20-50 "
"3483,H,1976-1980,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,31-50,20-50 "
"3484,H,1981-1985,Cadre +,25-30,Oui,2-5,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,4-6,20 "
"3486,H,1986-1990,Employe,10,Non,2-5,1/mois,5-6 h ,PJ,Oui,Non,0,0,0"
"3487,H,1981-1985,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,50-100 "
"3488,H,1976-1980,Cadre +,11-12,Oui,11-20,3/an,5-6 h ,PJ,Non,Oui,6-10,51+,200-500 "
"3489,F,1981-1985,Employe,25-30,Non,1,1/an,5-6 h ,PJ,Oui,Non,0,0,0"
"3490,H,1971-1975,Travailleur independant,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"3492,H,1971-1975,Employe,11-12,Non,21+,1/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 "
"3493,H,1986-1990,Ouvrier,15-16,Oui,21+,2/mois,7 h +,MJ,Oui,Oui,16+,51+,200-500 "
"3494,H,1966-1970,Cadre +,11-12,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,11-15,31-50,20-50 "
"3495,H,1976-1980,En recherche d'emploi,13-14,Oui,21+,1/an,7 h +,Les 2,Oui,Oui,16+,51+,50-100 "
"3496,H,1966-1970,Cadre +,15-16,Non,11-20,2/mois,1-2 h ,Les 2,Non,Oui,16+,51+,50-100 "
"3498,H,1981-1985,Travailleur independant,10,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,1,2 ou 3,20 "
"3499,H,1981-1985,Cadre +,21-22,Oui,6-10,1/an,5-6 h ,Les 2,Oui,Oui,1,1,20 "
"3501,H,1986-1990,Etudiant,19-20,Non,6-10,2/mois,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 "
"3503,H,1976-1980,Travailleur independant,10,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,50-100 "
"3504,H,1981-1985,Cadre +,19-20,Non,11-20,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 "
"3505,H,1976-1980,Sans activite,11-12,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,31-50,20-50 "
"3507,H,1971-1975,Travailleur independant,17-18,Oui,11-20,3/an,Le week end,PJ,Non,Oui,2-5,7-10,20 "
"3508,H,1976-1980,Je ne souhaite pas repondre,10,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,500+ "
"3509,H,1981-1985,Profession intermediaire,13-14,Oui,6-10,Je ne joue plus vraiment,Le week end,Les 2,Oui,Oui,2-5,51+,50-100 "
"3510,H,1976-1980,Cadre +,13-14,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,2-5,11-15,200-500 "
"3511,H,1976-1980,Employe,13-14,Non,2-5,3/an,7 h +,Les 2,Non,Oui,2-5,16-20,50-100 "
"3512,F,1981-1985,Cadre +,13-14,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,31-50,20 "
"3513,H,1976-1980,Employe,11-12,Non,2-5,Je ne joue plus vraiment,1-2 h ,Les 2,Oui,Oui,6-10,7-10,200-500 "
"3516,H,1981-1985,Cadre +,15-16,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,2-5,11-15,20 "
"3517,H,1986-1990,Profession intermediaire,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 "
"3518,H,1981-1985,Cadre +,15-16,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,2-5,11-15,20 "
"3520,H,1986-1990,Cadre +,23-24,Oui,11-20,1/semaine,5-6 h ,PJ,Oui,Oui,1,1,20 "
"3521,H,1991-1995,Cadre +,15-16,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,2-5,7-10,20-50 "
"3522,H,1961-1965,Cadre +,13-14,Oui,11-20,3/an,5-6 h ,MJ,Oui,Oui,16+,51+,100-200 "
"3524,H,1991-1995,En recherche d'emploi,15-16,Non,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,50-100 "
"3525,H,1981-1985,Travailleur independant,15-16,Non,2-5,Je ne joue plus vraiment,Le week end,Les 2,Oui,Oui,1,7-10,20 "
"3526,H,1996-2000,Etudiant,13-14,Non,6-10,3/an,5-6 h ,PJ,Oui,Non,0,0,0"
"3527,H,1996-2000,Travailleur independant,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,50-100 "
"3531,H,1991-1995,Etudiant,17-18,Oui,11-20,2/mois,7 h +,Les 2,Oui,Oui,2-5,7-10,20-50 "
"3532,H,1976-1980,Cadre +,13-14,Non,21+,2/mois,7 h +,Les 2,Oui,Oui,11-15,51+,100-200 "
"3533,H,1991-1995,Etudiant,13-14,Oui,11-20,1/an,5-6 h ,Les 2,Oui,Oui,11-15,31-50,50-100 "
"3534,H,1971-1975,Cadre +,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20 "
"3535,H,1966-1970,Cadre +,11-12,Non,11-20,1/semaine,7 h +,Les 2,Non,Oui,6-10,11-15,50-100 "
"3537,H,1971-1975,Cadre +,13-14,Oui,21+,1/mois,5-6 h ,MJ,Non,Oui,16+,51+,200-500 "
"3538,H,1971-1975,Cadre +,13-14,Oui,21+,1/mois,5-6 h ,MJ,Non,Oui,16+,51+,200-500 "
"3539,H,1961-1965,Profession intermediaire,41 ou plus,Non,6-10,1/mois,3-4 h ,Les 2,Non,Oui,2-5,4-6,100-200 "
"3540,H,1971-1975,Profession intermediaire,15-16,Oui,11-20,1/mois,7 h +,PJ,Non,Oui,2-5,7-10,20-50 "
"3542,F,1981-1985,Etudiant,15-16,Non,6-10,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,11-15,20 "
"3543,F,1981-1985,Cadre +,17-18,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,21-30,100-200 "
"3544,H,1976-1980,Cadre +,17-18,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,50-100 "
"3545,H,1971-1975,Employe,13-14,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,200-500 "
"3546,H,1976-1980,En recherche d'emploi,21-22,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,2-5,21-30,50-100 "
"3548,H,1976-1980,Cadre +,19-20,Non,2-5,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,1,7-10,20 "
"3551,H,1991-1995,En recherche d'emploi,11-12,Non,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 "
"3552,F,1986-1990,En recherche d'emploi,13-14,Non,2-5,1/an,7 h +,PJ,Oui,Oui,1,1,20 "
"3553,H,1981-1985,Employe,11-12,Non,21+,2/mois,7 h +,Les 2,Non,Oui,6-10,51+,50-100 "
"3556,H,1986-1990,Etudiant,13-14,Oui,6-10,2/mois,7 h +,Les 2,Non,Oui,16+,31-50,100-200 "
"3558,H,1986-1990,Cadre +,15-16,Non,6-10,2/mois,3-4 h ,Les 2,Non,Oui,2-5,1,100-200 "
"3559,F,1986-1990,Travailleur independant,11-12,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,1,1,20 "
"3560,H,1981-1985,Profession intermediaire,15-16,Non,6-10,Je ne joue plus vraiment,Le week end,Les 2,Oui,Oui,2-5,16-20,20-50 "
"3562,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 "
"3563,H,1981-1985,Cadre +,11-12,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 "
"3564,H,1981-1985,Cadre +,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,21-30,200-500 "
"3566,H,1981-1985,Travailleur independant,13-14,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 "
"3567,H,1971-1975,Employe,13-14,Non,21+,1/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,50-100 "
"3568,F,1981-1985,Employe,25-30,Oui,6-10,1/mois,7 h +,PJ,Non,Non,0,0,0"
"3569,H,1976-1980,Profession intermediaire,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,16-20,20-50 "
"3570,H,1971-1975,Employe,13-14,Oui,6-10,1/an,5-6 h ,MJ,Non,Oui,6-10,51+,100-200 "
"3571,H,1986-1990,Etudiant,21-22,Non,2-5,2/mois,5-6 h ,Les 2,Oui,Oui,1,11-15,50-100 "
"3572,H,1981-1985,Employe,11-12,Oui,11-20,1/an,5-6 h ,Les 2,Non,Oui,6-10,51+,50-100 "
"3573,H,1981-1985,Je ne souhaite pas repondre,10,Non,2-5,1/an,7 h +,Les 2,Non,Oui,2-5,31-50,500+ "
"3574,H,1986-1990,Etudiant,19-20,Non,2-5,2/mois,5-6 h ,Les 2,Oui,Oui,1,11-15,200-500 "
"3577,H,1981-1985,Employe,17-18,Non,6-10,1/mois,7 h +,Les 2,Non,Oui,2-5,16-20,20-50 "
"3578,H,1976-1980,Employe,15-16,Oui,21+,2/mois,3-4 h ,PJ,Oui,Oui,11-15,51+,100-200 "
"3579,H,1981-1985,Employe,13-14,Oui,21+,2/mois,7 h +,Les 2,Non,Oui,16+,51+,200-500 "
"3580,H,1976-1980,Cadre +,11-12,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,11-15,20 "
"3582,H,1976-1980,Cadre +,11-12,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,11-15,51+,100-200 "
"3584,H,1976-1980,Employe,15-16,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20-50 "
"3585,H,1976-1980,Cadre +,10,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,16+,51+,200-500 "
"3587,F,1986-1990,Employe,21-22,Non,1,2/mois,7 h +,PJ,Non,Non,0,0,0"
"3588,F,1981-1985,En recherche d'emploi,17-18,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 "
"3591,H,1981-1985,En recherche d'emploi,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"3593,H,1986-1990,En recherche d'emploi,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,21-30,20-50 "
"3594,H,1976-1980,Cadre +,13-14,Non,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,21-30,200-500 "
